review_date,category,weekly_sentiment,rolling_avg,delta,alert
2022-10-10,Fashion_Accessories,0.778,0.764,-0.111,Normal
2022-10-17,Fashion_Accessories,0.917,0.847,0.083,Normal
2022-10-24,Fashion_Accessories,0.429,0.673,-0.175,Normal
2022-10-31,Fashion_Accessories,1.0,0.714,0.042,Normal
2022-11-07,Fashion_Accessories,0.917,0.958,0.244,POSITIVE SPIKE
2022-11-14,Fashion_Accessories,1.0,0.958,0.0,Normal
2022-11-21,Fashion_Accessories,0.688,0.844,-0.115,Normal
2022-11-28,Fashion_Accessories,0.818,0.753,-0.091,Normal
2022-12-05,Fashion_Accessories,-1.0,-0.091,-0.844,NEGATIVE SPIKE
2022-12-12,Fashion_Accessories,0.625,-0.188,-0.097,Normal
2022-12-19,Fashion_Accessories,0.6,0.612,0.8,TREND SHIFT
2022-12-26,Fashion_Accessories,0.556,0.578,-0.035,Normal
2023-01-02,Fashion_Accessories,1.0,0.778,0.2,Normal
2023-01-09,Fashion_Accessories,0.4,0.7,-0.078,Normal
2023-01-16,Fashion_Accessories,0.643,0.521,-0.179,Normal
2023-01-23,Fashion_Accessories,0.579,0.611,0.089,Normal
2023-01-30,Fashion_Accessories,1.0,0.789,0.179,Normal
2023-02-06,Fashion_Accessories,0.75,0.875,0.086,Normal
2023-02-13,Fashion_Accessories,0.889,0.819,-0.056,Normal
2023-02-20,Fashion_Accessories,1.0,0.944,0.125,Normal
2023-02-27,Fashion_Accessories,1.0,1.0,0.056,Normal
2023-03-06,Fashion_Accessories,0.923,0.962,-0.038,Normal
2023-03-13,Fashion_Accessories,1.0,0.962,0.0,Normal
2023-03-20,Fashion_Accessories,1.0,1.0,0.038,Normal
2023-03-27,Fashion_Accessories,0.889,0.944,-0.056,Normal
2023-04-03,Fashion_Accessories,0.8,0.844,-0.1,Normal
2023-04-10,Fashion_Accessories,0.692,0.746,-0.098,Normal
2023-04-17,Fashion_Accessories,1.0,0.846,0.1,Normal
2023-04-24,Fashion_Accessories,0.722,0.861,0.015,Normal
2023-05-01,Fashion_Accessories,0.8,0.761,-0.1,Normal
2023-05-08,Fashion_Accessories,1.0,0.9,0.139,Normal
2023-05-15,Fashion_Accessories,0.786,0.893,-0.007,Normal
2023-05-22,Fashion_Accessories,0.8,0.793,-0.1,Normal
2023-05-29,Fashion_Accessories,0.25,0.525,-0.268,NEGATIVE SPIKE
2023-06-05,Fashion_Accessories,0.727,0.489,-0.036,Normal
2023-06-12,Fashion_Accessories,1.0,0.864,0.375,TREND SHIFT
2023-06-19,Fashion_Accessories,0.615,0.808,-0.056,Normal
2023-06-26,Fashion_Accessories,0.769,0.692,-0.115,Normal
2023-07-03,Fashion_Accessories,1.0,0.885,0.192,Normal
2023-07-10,Fashion_Accessories,0.583,0.792,-0.093,Normal
2023-07-17,Fashion_Accessories,0.846,0.715,-0.077,Normal
2023-07-24,Fashion_Accessories,0.917,0.881,0.167,Normal
2023-07-31,Fashion_Accessories,0.8,0.858,-0.023,Normal
2023-08-07,Fashion_Accessories,1.0,0.9,0.042,Normal
2023-08-14,Fashion_Accessories,0.5,0.75,-0.15,Normal
2023-08-21,Fashion_Accessories,0.8,0.65,-0.1,Normal
2023-08-28,Fashion_Accessories,0.5,0.65,0.0,Normal
2023-09-04,Fashion_Accessories,0.867,0.683,0.033,Normal
2023-09-11,Fashion_Accessories,0.636,0.752,0.068,Normal
2023-09-18,Fashion_Accessories,0.75,0.693,-0.058,Normal
2023-09-25,Fashion_Accessories,0.857,0.804,0.11,Normal
2023-10-02,Fashion_Accessories,0.857,0.857,0.054,Normal
2023-10-09,Fashion_Accessories,0.636,0.747,-0.11,Normal
2023-10-16,Fashion_Accessories,0.778,0.707,-0.04,Normal
2023-10-23,Fashion_Accessories,0.923,0.85,0.143,Normal
2023-10-30,Fashion_Accessories,1.0,0.962,0.111,Normal
2023-11-06,Fashion_Accessories,0.8,0.9,-0.062,Normal
2023-11-13,Fashion_Accessories,0.727,0.764,-0.136,Normal
2023-11-20,Fashion_Accessories,0.571,0.649,-0.114,Normal
2023-11-27,Fashion_Accessories,0.923,0.747,0.098,Normal
2023-12-04,Fashion_Accessories,0.5,0.712,-0.036,Normal
2023-12-11,Fashion_Accessories,0.889,0.694,-0.017,Normal
2023-12-18,Fashion_Accessories,0.615,0.752,0.058,Normal
2023-12-25,Fashion_Accessories,0.933,0.774,0.022,Normal
2024-01-01,Fashion_Accessories,0.727,0.83,0.056,Normal
2024-01-08,Fashion_Accessories,0.9,0.814,-0.017,Normal
2024-01-15,Fashion_Accessories,0.75,0.825,0.011,Normal
2024-01-22,Fashion_Accessories,1.0,0.875,0.05,Normal
2024-01-29,Fashion_Accessories,0.75,0.875,0.0,Normal
2024-02-05,Fashion_Accessories,0.7,0.725,-0.15,Normal
2024-02-12,Fashion_Accessories,0.909,0.805,0.08,Normal
2024-02-19,Fashion_Accessories,0.889,0.899,0.094,Normal
2024-02-26,Fashion_Accessories,0.889,0.889,-0.01,Normal
2024-03-04,Fashion_Accessories,0.875,0.882,-0.007,Normal
2024-03-11,Fashion_Accessories,0.615,0.745,-0.137,Normal
2024-03-18,Fashion_Accessories,0.625,0.62,-0.125,Normal
2024-03-25,Fashion_Accessories,0.812,0.719,0.099,Normal
2024-04-01,Fashion_Accessories,0.889,0.851,0.132,Normal
2024-04-08,Fashion_Accessories,0.846,0.868,0.017,Normal
2024-04-15,Fashion_Accessories,0.917,0.881,0.014,Normal
2024-04-22,Fashion_Accessories,0.923,0.92,0.038,Normal
2024-04-29,Fashion_Accessories,0.812,0.868,-0.052,Normal
2024-05-06,Fashion_Accessories,0.867,0.84,-0.028,Normal
2024-05-13,Fashion_Accessories,1.0,0.933,0.094,Normal
2024-05-20,Fashion_Accessories,0.778,0.889,-0.044,Normal
2024-05-27,Fashion_Accessories,0.909,0.843,-0.045,Normal
2024-06-03,Fashion_Accessories,1.0,0.955,0.111,Normal
2024-06-10,Fashion_Accessories,0.889,0.944,-0.01,Normal
2024-06-17,Fashion_Accessories,0.929,0.909,-0.036,Normal
2024-06-24,Fashion_Accessories,0.714,0.821,-0.087,Normal
2024-07-01,Fashion_Accessories,0.727,0.721,-0.101,Normal
2024-07-08,Fashion_Accessories,0.818,0.773,0.052,Normal
2024-07-15,Fashion_Accessories,1.0,0.909,0.136,Normal
2024-07-22,Fashion_Accessories,0.733,0.867,-0.042,Normal
2024-07-29,Fashion_Accessories,0.667,0.7,-0.167,Normal
2024-08-05,Fashion_Accessories,0.5,0.583,-0.117,Normal
2024-08-12,Fashion_Accessories,0.929,0.714,0.131,Normal
2024-08-19,Fashion_Accessories,1.0,0.964,0.25,POSITIVE SPIKE
2024-08-26,Fashion_Accessories,1.0,1.0,0.036,Normal
2024-09-02,Fashion_Accessories,0.9,0.95,-0.05,Normal
2024-09-09,Fashion_Accessories,0.9,0.9,-0.05,Normal
2024-09-16,Fashion_Accessories,1.0,0.95,0.05,Normal
2024-09-23,Fashion_Accessories,0.833,0.917,-0.033,Normal
2024-09-30,Fashion_Accessories,0.7,0.767,-0.15,Normal
2024-10-07,Fashion_Accessories,0.8,0.75,-0.017,Normal
2024-10-14,Fashion_Accessories,1.0,0.9,0.15,Normal
2024-10-21,Fashion_Accessories,0.571,0.786,-0.114,Normal
2024-10-28,Fashion_Accessories,0.917,0.744,-0.042,Normal
2024-11-04,Fashion_Accessories,0.625,0.771,0.027,Normal
2024-11-11,Fashion_Accessories,0.727,0.676,-0.095,Normal
2024-11-18,Fashion_Accessories,0.8,0.764,0.088,Normal
2024-11-25,Fashion_Accessories,1.0,0.9,0.136,Normal
2024-12-02,Fashion_Accessories,0.765,0.882,-0.018,Normal
2024-12-09,Fashion_Accessories,0.583,0.674,-0.208,NEGATIVE SPIKE
2024-12-16,Fashion_Accessories,0.6,0.592,-0.082,Normal
2024-12-23,Fashion_Accessories,0.889,0.744,0.153,Normal
2024-12-30,Fashion_Accessories,1.0,0.944,0.2,POSITIVE SPIKE
2020-12-28,Footwear,0.333,0.333,,Normal
2021-01-04,Footwear,0.3,0.317,-0.017,Normal
2021-01-11,Footwear,0.8,0.55,0.233,TREND SHIFT
2021-01-18,Footwear,0.333,0.567,0.017,Normal
2021-01-25,Footwear,0.0,0.167,-0.4,TREND SHIFT
2021-02-01,Footwear,0.714,0.357,0.19,Normal
2021-02-08,Footwear,0.286,0.5,0.143,Normal
2021-02-15,Footwear,0.2,0.243,-0.257,TREND SHIFT
2021-02-22,Footwear,0.25,0.225,-0.018,Normal
2021-03-01,Footwear,0.5,0.375,0.15,Normal
2021-03-08,Footwear,0.0,0.25,-0.125,Normal
2021-03-15,Footwear,0.167,0.083,-0.167,Normal
2021-03-22,Footwear,0.571,0.369,0.286,TREND SHIFT
2021-03-29,Footwear,0.429,0.5,0.131,Normal
2021-04-05,Footwear,0.111,0.27,-0.23,TREND SHIFT
2021-04-12,Footwear,0.333,0.222,-0.048,Normal
2021-04-19,Footwear,0.0,0.167,-0.056,Normal
2021-04-26,Footwear,0.4,0.2,0.033,Normal
2021-05-03,Footwear,0.0,0.2,0.0,Normal
2021-05-10,Footwear,1.0,0.5,0.3,POSITIVE SPIKE
2021-05-17,Footwear,0.6,0.8,0.3,POSITIVE SPIKE
2021-05-24,Footwear,1.0,0.8,0.0,Normal
2021-05-31,Footwear,0.444,0.722,-0.078,Normal
2021-06-14,Footwear,-0.5,-0.028,-0.75,NEGATIVE SPIKE
2021-06-21,Footwear,-0.2,-0.35,-0.322,NEGATIVE SPIKE
2021-06-28,Footwear,0.2,0.0,0.35,TREND SHIFT
2021-07-05,Footwear,-0.2,0.0,0.0,Normal
2021-07-12,Footwear,0.0,-0.1,-0.1,Normal
2021-07-19,Footwear,0.6,0.3,0.4,TREND SHIFT
2021-07-26,Footwear,0.143,0.371,0.071,Normal
2021-08-02,Footwear,0.4,0.271,-0.1,Normal
2021-08-09,Footwear,0.5,0.45,0.179,Normal
2021-08-16,Footwear,1.0,0.75,0.3,POSITIVE SPIKE
2021-08-23,Footwear,-0.25,0.375,-0.375,TREND SHIFT
2021-08-30,Footwear,0.0,-0.125,-0.5,NEGATIVE SPIKE
2021-09-06,Footwear,0.0,0.0,0.125,Normal
2021-09-13,Footwear,0.333,0.167,0.167,Normal
2021-09-20,Footwear,0.0,0.167,0.0,Normal
2021-09-27,Footwear,0.375,0.188,0.021,Normal
2021-10-04,Footwear,0.0,0.188,0.0,Normal
2021-10-11,Footwear,1.0,0.5,0.312,POSITIVE SPIKE
2021-10-18,Footwear,0.8,0.9,0.4,POSITIVE SPIKE
2021-10-25,Footwear,0.143,0.471,-0.429,TREND SHIFT
2021-11-01,Footwear,0.25,0.196,-0.275,NEGATIVE SPIKE
2021-11-08,Footwear,1.0,0.625,0.429,TREND SHIFT
2021-11-15,Footwear,0.2,0.6,-0.025,Normal
2021-11-22,Footwear,0.6,0.4,-0.2,Normal
2021-11-29,Footwear,0.2,0.4,0.0,Normal
2021-12-06,Footwear,0.333,0.267,-0.133,Normal
2021-12-13,Footwear,0.75,0.542,0.275,TREND SHIFT
2021-12-20,Footwear,0.1,0.425,-0.117,Normal
2021-12-27,Footwear,0.429,0.264,-0.161,Normal
2022-01-03,Footwear,0.667,0.548,0.283,TREND SHIFT
2022-01-10,Footwear,0.286,0.476,-0.071,Normal
2022-01-17,Footwear,0.429,0.357,-0.119,Normal
2022-01-24,Footwear,-0.333,0.048,-0.31,NEGATIVE SPIKE
2022-01-31,Footwear,-0.333,-0.333,-0.381,NEGATIVE SPIKE
2022-02-07,Footwear,0.25,-0.042,0.292,TREND SHIFT
2022-02-14,Footwear,0.625,0.438,0.479,POSITIVE SPIKE
2022-02-21,Footwear,0.0,0.312,-0.125,Normal
2022-02-28,Footwear,0.6,0.3,-0.013,Normal
2022-03-07,Footwear,0.667,0.633,0.333,TREND SHIFT
2022-03-14,Footwear,-0.5,0.083,-0.55,TREND SHIFT
2022-03-21,Footwear,1.0,0.25,0.167,Normal
2022-03-28,Footwear,0.333,0.667,0.417,POSITIVE SPIKE
2022-04-04,Footwear,0.125,0.229,-0.438,TREND SHIFT
2022-04-11,Footwear,0.667,0.396,0.167,Normal
2022-04-18,Footwear,1.0,0.833,0.437,POSITIVE SPIKE
2022-04-25,Footwear,0.429,0.714,-0.119,Normal
2022-05-02,Footwear,0.333,0.381,-0.333,NEGATIVE SPIKE
2022-05-09,Footwear,0.545,0.439,0.058,Normal
2022-05-16,Footwear,0.0,0.273,-0.167,Normal
2022-05-23,Footwear,-0.667,-0.333,-0.606,NEGATIVE SPIKE
2022-05-30,Footwear,0.6,-0.033,0.3,TREND SHIFT
2022-06-06,Footwear,0.667,0.633,0.667,POSITIVE SPIKE
2022-06-13,Footwear,0.4,0.533,-0.1,Normal
2022-06-20,Footwear,1.0,0.7,0.167,Normal
2022-06-27,Footwear,0.385,0.692,-0.008,Normal
2022-07-04,Footwear,-0.333,0.026,-0.667,NEGATIVE SPIKE
2022-07-11,Footwear,1.0,0.333,0.308,TREND SHIFT
2022-07-18,Footwear,0.6,0.8,0.467,POSITIVE SPIKE
2022-07-25,Footwear,0.25,0.425,-0.375,TREND SHIFT
2022-08-01,Footwear,0.143,0.196,-0.229,NEGATIVE SPIKE
2022-08-08,Footwear,-0.091,0.026,-0.17,Normal
2022-08-15,Footwear,0.333,0.121,0.095,Normal
2022-08-22,Footwear,0.5,0.417,0.295,POSITIVE SPIKE
2022-08-29,Footwear,0.6,0.55,0.133,Normal
2022-09-05,Footwear,0.286,0.443,-0.107,Normal
2022-09-12,Footwear,0.833,0.56,0.117,Normal
2022-09-19,Footwear,0.6,0.717,0.157,Normal
2022-09-26,Footwear,0.714,0.657,-0.06,Normal
2022-10-03,Footwear,0.286,0.5,-0.157,Normal
2022-10-10,Footwear,0.833,0.56,0.06,Normal
2022-10-17,Footwear,0.0,0.417,-0.143,Normal
2022-10-24,Footwear,0.5,0.25,-0.167,Normal
2022-10-31,Footwear,0.6,0.55,0.3,TREND SHIFT
2022-11-07,Footwear,0.429,0.514,-0.036,Normal
2022-11-14,Footwear,0.2,0.314,-0.2,NEGATIVE SPIKE
2022-11-21,Footwear,0.667,0.433,0.119,Normal
2022-11-28,Footwear,1.0,0.833,0.4,POSITIVE SPIKE
2022-12-05,Footwear,1.0,1.0,0.167,Normal
2022-12-12,Footwear,0.5,0.75,-0.25,TREND SHIFT
2022-12-19,Footwear,0.875,0.688,-0.062,Normal
2022-12-26,Footwear,0.667,0.771,0.083,Normal
2023-01-02,Footwear,1.0,0.833,0.062,Normal
2023-01-09,Footwear,0.8,0.9,0.067,Normal
2023-01-16,Footwear,0.2,0.5,-0.4,TREND SHIFT
2023-01-23,Footwear,1.0,0.6,0.1,Normal
2023-01-30,Footwear,0.143,0.571,-0.029,Normal
2023-02-06,Footwear,0.75,0.446,-0.125,Normal
2023-02-13,Footwear,0.167,0.458,0.012,Normal
2023-02-20,Footwear,0.4,0.283,-0.175,Normal
2023-02-27,Footwear,0.8,0.6,0.317,TREND SHIFT
2023-03-06,Footwear,0.222,0.511,-0.089,Normal
2023-03-13,Footwear,0.5,0.361,-0.15,Normal
2023-03-20,Footwear,0.4,0.45,0.089,Normal
2023-03-27,Footwear,1.0,0.7,0.25,POSITIVE SPIKE
2023-04-03,Footwear,0.25,0.625,-0.075,Normal
2023-04-10,Footwear,0.333,0.292,-0.333,NEGATIVE SPIKE
2023-04-17,Footwear,0.2,0.267,-0.025,Normal
2023-04-24,Footwear,0.7,0.45,0.183,Normal
2023-05-01,Footwear,0.333,0.517,0.067,Normal
2023-05-08,Footwear,0.333,0.333,-0.183,Normal
2023-05-15,Footwear,-0.143,0.095,-0.238,NEGATIVE SPIKE
2023-05-22,Footwear,0.714,0.286,0.19,Normal
2023-05-29,Footwear,0.143,0.429,0.143,Normal
2023-06-05,Footwear,1.0,0.571,0.143,Normal
2023-06-12,Footwear,0.4,0.7,0.129,Normal
2023-06-19,Footwear,1.0,0.7,0.0,Normal
2023-06-26,Footwear,0.444,0.722,0.022,Normal
2023-07-03,Footwear,0.286,0.365,-0.357,TREND SHIFT
2023-07-10,Footwear,0.143,0.214,-0.151,Normal
2023-07-17,Footwear,0.286,0.214,0.0,Normal
2023-07-24,Footwear,0.6,0.443,0.229,POSITIVE SPIKE
2023-07-31,Footwear,0.2,0.4,-0.043,Normal
2023-08-07,Footwear,0.2,0.2,-0.2,NEGATIVE SPIKE
2023-08-14,Footwear,0.143,0.171,-0.029,Normal
2023-08-21,Footwear,0.429,0.286,0.114,Normal
2023-08-28,Footwear,0.0,0.214,-0.071,Normal
2023-09-04,Footwear,-1.0,-0.5,-0.714,NEGATIVE SPIKE
2023-09-11,Footwear,0.857,-0.071,0.429,TREND SHIFT
2023-09-18,Footwear,-0.25,0.304,0.375,POSITIVE SPIKE
2023-09-25,Footwear,0.6,0.175,-0.129,Normal
2023-10-02,Footwear,0.5,0.55,0.375,TREND SHIFT
2023-10-09,Footwear,0.714,0.607,0.057,Normal
2023-10-16,Footwear,0.6,0.657,0.05,Normal
2023-10-23,Footwear,0.625,0.613,-0.045,Normal
2023-10-30,Footwear,0.8,0.713,0.1,Normal
2023-11-06,Footwear,0.6,0.7,-0.012,Normal
2023-11-13,Footwear,0.0,0.3,-0.4,NEGATIVE SPIKE
2023-11-20,Footwear,1.0,0.5,0.2,TREND SHIFT
2023-11-27,Footwear,0.429,0.714,0.214,POSITIVE SPIKE
2023-12-04,Footwear,0.167,0.298,-0.417,TREND SHIFT
2023-12-11,Footwear,0.5,0.333,0.036,Normal
2023-12-18,Footwear,0.6,0.55,0.217,POSITIVE SPIKE
2023-12-25,Footwear,0.6,0.6,0.05,Normal
2024-01-01,Footwear,0.778,0.689,0.089,Normal
2024-01-08,Footwear,0.25,0.514,-0.175,Normal
2024-01-15,Footwear,0.429,0.339,-0.175,Normal
2024-01-22,Footwear,0.0,0.214,-0.125,Normal
2024-01-29,Footwear,0.571,0.286,0.071,Normal
2024-02-05,Footwear,1.0,0.786,0.5,POSITIVE SPIKE
2024-02-12,Footwear,0.25,0.625,-0.161,Normal
2024-02-19,Footwear,0.444,0.347,-0.278,NEGATIVE SPIKE
2024-02-26,Footwear,0.667,0.556,0.208,TREND SHIFT
2024-03-04,Footwear,0.0,0.333,-0.222,TREND SHIFT
2024-03-11,Footwear,1.0,0.5,0.167,Normal
2024-03-18,Footwear,0.571,0.786,0.286,POSITIVE SPIKE
2024-03-25,Footwear,1.0,0.786,0.0,Normal
2024-04-01,Footwear,0.714,0.857,0.071,Normal
2024-04-08,Footwear,0.455,0.584,-0.273,TREND SHIFT
2024-04-15,Footwear,0.333,0.394,-0.19,Normal
2024-04-22,Footwear,0.0,0.167,-0.227,NEGATIVE SPIKE
2024-04-29,Footwear,1.0,0.5,0.333,TREND SHIFT
2024-05-06,Footwear,0.25,0.625,0.125,Normal
2024-05-13,Footwear,0.4,0.325,-0.3,TREND SHIFT
2024-05-20,Footwear,0.286,0.343,0.018,Normal
2024-05-27,Footwear,1.0,0.643,0.3,POSITIVE SPIKE
2024-06-03,Footwear,0.7,0.85,0.207,POSITIVE SPIKE
2024-06-10,Footwear,0.375,0.538,-0.312,TREND SHIFT
2024-06-17,Footwear,0.5,0.438,-0.1,Normal
2024-06-24,Footwear,1.0,0.75,0.312,TREND SHIFT
2024-07-01,Footwear,0.167,0.583,-0.167,Normal
2024-07-08,Footwear,1.0,0.583,-0.0,Normal
2024-07-15,Footwear,0.571,0.786,0.202,TREND SHIFT
2024-07-22,Footwear,0.333,0.452,-0.333,TREND SHIFT
2024-07-29,Footwear,0.286,0.31,-0.143,Normal
2024-08-05,Footwear,0.143,0.214,-0.095,Normal
2024-08-12,Footwear,0.0,0.071,-0.143,Normal
2024-08-19,Footwear,-0.2,-0.1,-0.171,Normal
2024-08-26,Footwear,1.0,0.4,0.5,TREND SHIFT
2024-09-02,Footwear,0.0,0.5,0.1,Normal
2024-09-09,Footwear,0.2,0.1,-0.4,TREND SHIFT
2024-09-16,Footwear,-0.143,0.029,-0.071,Normal
2024-09-23,Footwear,0.333,0.095,0.067,Normal
2024-09-30,Footwear,0.4,0.367,0.271,POSITIVE SPIKE
2024-10-07,Footwear,0.0,0.2,-0.167,Normal
2024-10-14,Footwear,0.125,0.063,-0.138,Normal
2024-10-21,Footwear,0.667,0.396,0.333,TREND SHIFT
2024-10-28,Footwear,0.538,0.603,0.207,POSITIVE SPIKE
2024-11-04,Footwear,0.5,0.519,-0.083,Normal
2024-11-11,Footwear,-0.667,-0.083,-0.603,NEGATIVE SPIKE
2024-11-18,Footwear,0.625,-0.021,0.062,Normal
2024-11-25,Footwear,0.0,0.313,0.333,POSITIVE SPIKE
2024-12-02,Footwear,1.0,0.5,0.188,Normal
2024-12-09,Footwear,0.75,0.875,0.375,POSITIVE SPIKE
2024-12-16,Footwear,-0.333,0.208,-0.667,TREND SHIFT
2024-12-23,Footwear,0.571,0.119,-0.089,Normal
2020-12-28,Furniture,1.0,1.0,,Normal
2021-01-04,Furniture,0.455,0.727,-0.273,NEGATIVE SPIKE
2021-01-11,Furniture,0.917,0.686,-0.042,Normal
2021-01-18,Furniture,0.667,0.792,0.106,Normal
2021-01-25,Furniture,0.294,0.48,-0.311,TREND SHIFT
2021-02-01,Furniture,0.636,0.465,-0.015,Normal
2021-02-08,Furniture,0.444,0.54,0.075,Normal
2021-02-15,Furniture,0.474,0.459,-0.081,Normal
2021-02-22,Furniture,0.769,0.621,0.162,Normal
2021-03-01,Furniture,0.286,0.527,-0.094,Normal
2021-03-08,Furniture,0.882,0.584,0.057,Normal
2021-03-15,Furniture,0.75,0.816,0.232,POSITIVE SPIKE
2021-03-22,Furniture,0.333,0.542,-0.275,TREND SHIFT
2021-03-29,Furniture,0.412,0.373,-0.169,Normal
2021-04-05,Furniture,0.727,0.57,0.197,Normal
2021-04-12,Furniture,0.571,0.649,0.08,Normal
2021-04-19,Furniture,0.412,0.492,-0.158,Normal
2021-04-26,Furniture,0.765,0.588,0.097,Normal
2021-05-03,Furniture,0.412,0.588,0.0,Normal
2021-05-10,Furniture,0.4,0.406,-0.182,Normal
2021-05-17,Furniture,0.778,0.589,0.183,Normal
2021-05-24,Furniture,0.632,0.705,0.116,Normal
2021-05-31,Furniture,0.688,0.66,-0.045,Normal
2021-06-07,Furniture,0.714,0.701,0.041,Normal
2021-06-14,Furniture,0.571,0.643,-0.058,Normal
2021-06-21,Furniture,0.409,0.49,-0.153,Normal
2021-06-28,Furniture,0.471,0.44,-0.05,Normal
2021-07-05,Furniture,0.692,0.581,0.142,Normal
2021-07-12,Furniture,0.533,0.613,0.031,Normal
2021-07-19,Furniture,0.071,0.302,-0.31,TREND SHIFT
2021-07-26,Furniture,0.231,0.151,-0.151,Normal
2021-08-02,Furniture,0.25,0.24,0.089,Normal
2021-08-09,Furniture,0.739,0.495,0.254,POSITIVE SPIKE
2021-08-16,Furniture,0.667,0.703,0.208,POSITIVE SPIKE
2021-08-23,Furniture,0.533,0.6,-0.103,Normal
2021-08-30,Furniture,0.526,0.53,-0.07,Normal
2021-09-06,Furniture,0.786,0.656,0.126,Normal
2021-09-13,Furniture,0.389,0.587,-0.069,Normal
2021-09-20,Furniture,0.368,0.379,-0.209,NEGATIVE SPIKE
2021-09-27,Furniture,0.143,0.256,-0.123,Normal
2021-10-04,Furniture,0.35,0.246,-0.009,Normal
2021-10-11,Furniture,0.9,0.625,0.379,TREND SHIFT
2021-10-18,Furniture,0.84,0.87,0.245,POSITIVE SPIKE
2021-10-25,Furniture,0.875,0.858,-0.013,Normal
2021-11-01,Furniture,0.692,0.784,-0.074,Normal
2021-11-08,Furniture,0.684,0.688,-0.095,Normal
2021-11-15,Furniture,0.688,0.686,-0.002,Normal
2021-11-22,Furniture,0.438,0.562,-0.123,Normal
2021-11-29,Furniture,0.529,0.483,-0.079,Normal
2021-12-06,Furniture,0.263,0.396,-0.087,Normal
2021-12-13,Furniture,0.571,0.417,0.021,Normal
2021-12-20,Furniture,0.455,0.513,0.096,Normal
2021-12-27,Furniture,0.933,0.694,0.181,Normal
2022-01-03,Furniture,0.588,0.761,0.067,Normal
2022-01-10,Furniture,0.684,0.636,-0.125,Normal
2022-01-17,Furniture,0.786,0.735,0.099,Normal
2022-01-24,Furniture,0.9,0.843,0.108,Normal
2022-01-31,Furniture,0.545,0.723,-0.12,Normal
2022-02-07,Furniture,0.562,0.554,-0.169,Normal
2022-02-14,Furniture,0.5,0.531,-0.023,Normal
2022-02-21,Furniture,1.0,0.75,0.219,TREND SHIFT
2022-02-28,Furniture,0.615,0.808,0.058,Normal
2022-03-07,Furniture,0.667,0.641,-0.167,Normal
2022-03-14,Furniture,0.615,0.641,0.0,Normal
2022-03-21,Furniture,0.786,0.701,0.06,Normal
2022-03-28,Furniture,0.667,0.726,0.026,Normal
2022-04-04,Furniture,0.833,0.75,0.024,Normal
2022-04-11,Furniture,0.571,0.702,-0.048,Normal
2022-04-18,Furniture,0.316,0.444,-0.259,NEGATIVE SPIKE
2022-04-25,Furniture,0.6,0.458,0.014,Normal
2022-05-02,Furniture,0.789,0.695,0.237,POSITIVE SPIKE
2022-05-09,Furniture,0.471,0.63,-0.065,Normal
2022-05-16,Furniture,0.647,0.559,-0.071,Normal
2022-05-23,Furniture,0.667,0.657,0.098,Normal
2022-05-30,Furniture,0.286,0.476,-0.181,Normal
2022-06-06,Furniture,0.533,0.41,-0.067,Normal
2022-06-13,Furniture,0.25,0.392,-0.018,Normal
2022-06-20,Furniture,0.333,0.292,-0.1,Normal
2022-06-27,Furniture,0.812,0.573,0.281,TREND SHIFT
2022-07-04,Furniture,0.783,0.798,0.225,POSITIVE SPIKE
2022-07-11,Furniture,0.7,0.741,-0.056,Normal
2022-07-18,Furniture,0.444,0.572,-0.169,Normal
2022-07-25,Furniture,0.765,0.605,0.032,Normal
2022-08-01,Furniture,0.667,0.716,0.111,Normal
2022-08-08,Furniture,0.467,0.567,-0.149,Normal
2022-08-15,Furniture,0.348,0.407,-0.159,Normal
2022-08-22,Furniture,0.7,0.524,0.117,Normal
2022-08-29,Furniture,0.385,0.542,0.018,Normal
2022-09-05,Furniture,0.25,0.317,-0.225,TREND SHIFT
2022-09-12,Furniture,0.684,0.467,0.15,Normal
2022-09-19,Furniture,0.647,0.666,0.199,Normal
2022-09-26,Furniture,0.684,0.666,0.0,Normal
2022-10-03,Furniture,0.412,0.548,-0.118,Normal
2022-10-10,Furniture,0.667,0.539,-0.009,Normal
2022-10-17,Furniture,0.562,0.615,0.075,Normal
2022-10-24,Furniture,0.636,0.599,-0.015,Normal
2022-10-31,Furniture,0.5,0.568,-0.031,Normal
2022-11-07,Furniture,0.5,0.5,-0.068,Normal
2022-11-14,Furniture,0.412,0.456,-0.044,Normal
2022-11-21,Furniture,0.65,0.531,0.075,Normal
2022-11-28,Furniture,0.417,0.533,0.002,Normal
2022-12-05,Furniture,0.636,0.527,-0.007,Normal
2022-12-12,Furniture,0.3,0.468,-0.058,Normal
2022-12-19,Furniture,0.7,0.5,0.032,Normal
2022-12-26,Furniture,0.75,0.725,0.225,POSITIVE SPIKE
2023-01-02,Furniture,0.571,0.661,-0.064,Normal
2023-01-09,Furniture,0.6,0.586,-0.075,Normal
2023-01-16,Furniture,0.45,0.525,-0.061,Normal
2023-01-23,Furniture,0.444,0.447,-0.078,Normal
2023-01-30,Furniture,0.765,0.605,0.157,Normal
2023-02-06,Furniture,0.611,0.688,0.083,Normal
2023-02-13,Furniture,0.429,0.52,-0.168,Normal
2023-02-20,Furniture,0.3,0.364,-0.156,Normal
2023-02-27,Furniture,0.222,0.261,-0.103,Normal
2023-03-06,Furniture,0.889,0.556,0.294,TREND SHIFT
2023-03-13,Furniture,0.682,0.785,0.23,POSITIVE SPIKE
